,subject,metadata.category.set,metadata.category.len,metadata.category.valid,metadata.category.reasons,metadata.unit.value,metadata.unit.valid,metadata.unit.reasons,metadata.dims.shape,metadata.dims.value,metadata.dims.valid,metadata.dims.reasons,metadata.valid,metadata.reasons,valid_x,reasons_x,metadata.dims.product,metadata.dims_by_unit,valid_y,reasons_y,paths.source_mesh.exists,paths.source_mesh.fsize,paths.source_mesh.valid,paths.source_mesh.reasons,paths.source_mask.exists,paths.source_mask.fsize,paths.source_mask.valid,paths.source_mask.reasons,paths.valid,paths.reasons,paths.source_mask.exc
1873,wss.3dbdceaa43192caae5595fbfd7d35143,"{'Bed', 'QueenBed'}",2.0,True,(),0.0247503097166098,True,(),"(3,)",[177.07434 148.19989 224.77785],True,(),True,(),True,(),5898709.736058849,[7154.42925876 5987.7994133  9081.81968524],True,(),True,2328279.0,True,(),True,45033.0,True,(),True,(),
1874,wss.3dc39c34c37860da2ef1c225dc7772c5,{'Chair'},1.0,True,(),0.0376239149049484,True,(),"(3,)",[ 70.632126 118.42203   83.764755],True,(),True,(),True,(),700641.8952895963,[1877.31994872 3147.52014242 2226.36998865],True,(),True,369836.0,True,(),True,29349.0,True,(),True,(),
1875,wss.3dccc5e096aa99e4fe2ecb70903654e9,{'Faucet'},1.0,True,(),0.1011394121956672,True,(),"(3,)",[19.67006  42.417465 54.337776],True,(),True,(),True,(),45336.94519055241,[194.48461854 419.39600082 537.25619737],True,(),True,1560489.0,True,(),True,30881.0,True,(),True,(),
1876,wss.3de0a2e245283862995a42030f22c670,"{'Cabinet', 'Sideboard'}",2.0,True,(),0.0467205328915884,True,(),"(3,)",[132.43636  96.28317  67.13764],True,(),True,(),True,(),856098.4034646178,[2834.6500308  2060.83201627 1437.00501353],True,(),True,353884.0,True,(),True,26253.0,True,(),True,(),
1877,wss.3dee60791dc74969b056c98b2e5e5e4e,{'Gun'},1.0,True,(),0.0011367544102812,True,(),"(3,)",[  8.088406  30.432983 112.35336 ],True,(),True,(),True,(),27656.265188377176,[ 7115.35044584 26771.81871894 98836.9686397 ],True,(),True,7315320.0,True,(),True,21329.0,True,(),True,(),
1878,wss.3df20e86818847dcd054cd3079273293,"{'Bed', 'SingleBed'}",2.0,True,(),0.0432481759626142,True,(),"(3,)",[134.51224 131.3248  197.5114 ],True,(),True,(),True,(),3488997.9992118976,[3110.24076752 3036.53962455 4566.93017922],True,(),True,2334908.0,True,(),True,48006.0,True,(),True,(),
1879,wss.3df44d30265f697e7e684d25d4dcaf0,"{'Chair', 'AccentChair'}",2.0,True,(),0.000986165369136978,True,(),"(3,)",[85.4534  91.85776 79.82283],True,(),True,(),True,(),626573.9264960916,[86652.20121731 93146.40614524 80942.64156716],True,(),True,859360.0,True,(),True,52585.0,True,(),True,(),
1880,wss.3dfbc0177031eca85b31ccad4330d72,"{'ChestOfDrawers', 'Dresser'}",2.0,True,(),0.0248543639276037,True,(),"(3,)",[150.38605  112.409515  80.3354  ],True,(),True,(),True,(),1358055.7130764315,[6050.68994878 4522.72749073 3232.24526019],True,(),True,64088.0,True,(),True,50701.0,True,(),True,(),
1881,wss.3dfde41f48617120c7d17f1ea7477fc2,"{'Vase', '_Attributes'}",2.0,True,(),0.0182286736724905,True,(),"(3,)",[38.753796 58.84854  38.753796],True,(),True,(),True,(),88382.07434371747,[2125.98001897 3228.35007403 2125.98001897],True,(),True,2006952.0,True,(),True,64290.0,True,(),True,(),
1882,wss.3dfe62d56a28f464c17f8c1c27c3df1,{'PersonStanding'},1.0,True,(),0.0010436410098057,True,(),"(3,)",[ 50.862366 118.8561    73.53526 ],True,(),True,(),True,(),444542.88814036915,[ 48735.49958474 113885.99995905  70460.30130005],True,(),True,5422341.0,True,(),True,30899.0,True,(),True,(),
1883,wss.3e080e2b2556add4eabad247a05ad956,"{'Cabinet', 'CurioCabinet'}",2.0,True,(),0.0283174893119793,True,(),"(3,)",[186.99341  181.23193   69.386765],True,(),True,(),True,(),2351460.3322035526,[6603.46007161 6399.99994362 2450.31486498],True,(),True,492396.0,True,(),True,73309.0,True,(),True,(),
1884,wss.3e18df9aea04c8cdbc7fb81194b2b6a8,{'PaperBox'},1.0,True,(),0.000966897076598799,True,(),"(3,)",[82.98364 26.68636 89.3262 ],True,(),True,(),True,(),197815.66501955883,[85824.68807529 27600.00070935 92384.39350155],True,(),True,9964.0,True,(),True,43204.0,True,(),True,(),
1885,wss.3e2674731e05d378fef82c7bcd59b346,"{'TableLamp', 'Lamp'}",2.0,True,(),0.0204219093705305,True,(),"(3,)",[48.516335 43.83875  48.516335],True,(),True,(),True,(),103189.17366527245,[2375.70024035 2146.65285232 2375.70024035],True,(),True,6266003.0,True,(),True,24273.0,True,(),True,(),
1886,wss.3e2a452e802b178eb72f1eb118b6fbc3,"{'Piano', '_PilotStudyModels'}",2.0,True,(),0.0123225269543411,True,(),"(3,)",[199.88104 122.39141  51.67304],True,(),True,(),True,(),1264114.901880003,[16220.78334587  9932.33047519  4193.38015583],True,(),True,1263133.0,True,(),True,54592.0,True,(),True,(),
1887,wss.3e2c5e901271fefa4cc1952ae0d6e81a,"{'Cabinet', 'Sideboard'}",2.0,True,(),0.0190165599539297,True,(),"(3,)",[103.69272  140.00372   31.070206],True,(),True,(),True,(),451057.5688795612,[5452.75908215 7362.20012132 1633.84997472],True,(),True,16395182.0,True,(),True,46640.0,True,(),True,(),
1888,wss.3e2ce58b68081cfad3297386cf31f37f,{'Cabinet'},1.0,True,(),0.0589529890040764,True,(),"(3,)",[ 95.79861  146.1099    49.560368],True,(),True,(),True,(),693702.6821600852,[1625.00004866 2478.41377457  840.67608508],True,(),True,1853568.0,True,(),True,34318.0,True,(),True,(),
1889,wss.3e2d210b0c417fd07dc210e0cbe8d6ee,"{'CellPhone', '_AttributesTrain'}",2.0,True,(),0.0012504747529985,True,(),"(3,)",[11.754463 23.72776   2.625997],True,(),True,(),True,(),732.4091474620718,[ 9400.00025735 18975.00124901  2100.00001496],True,(),True,3815608.0,True,(),True,21977.0,True,(),True,(),
1890,wss.3e300a6cbdc2811c63d3240873efe7f,"{'_StanfordSceneDBModels', 'Curtain'}",2.0,True,(),0.0432579775283803,True,(),"(3,)",[186.7521    84.67646    8.227106],True,(),True,(),True,(),130099.39606294439,[4317.17132123 1957.47616597  190.18702376],True,(),True,3505791.0,True,(),True,34343.0,True,(),True,(),
1891,wss.3e37ad9269a5555e7e22b6256c5bf7ec,{'TV'},1.0,True,(),0.0156882862867584,True,(),"(3,)",[91.70276  60.759678  7.844143],True,(),True,(),True,(),43706.23261979189,[5845.30128555 3872.93276585  499.99999086],True,(),True,109663.0,True,(),True,49536.0,True,(),True,(),
1892,wss.3e3b3a84b8d6efae1ef97136d2d899aa,"{'Lamp', 'FloorLamp'}",2.0,True,(),0.0186274992768835,True,(),"(3,)",[ 68.25172  147.15724   68.251526],True,(),True,(),True,(),685500.2227751176,[3664.03020532 7899.99976984 3664.01979061],True,(),True,41420.0,True,(),True,23944.0,True,(),True,(),
1893,wss.3e499689bae22f3ab89ca298cd9a646,"{'Couch', '_AttributesTrain'}",2.0,True,(),0.0275859187657726,True,(),"(3,)",[208.19864   87.138985  98.70407 ],True,(),True,(),True,(),1790710.7720076093,[7547.27952938 3158.82119932 3578.05990941],True,(),True,5388160.0,True,(),True,24837.0,True,(),True,(),
1894,wss.3e4add6d11527e942a1b7fd901fe2b5,"{'Lamp', 'CeilingLamp'}",2.0,True,(),0.0602758056773455,True,(),"(3,)",[48.427452 81.588745 48.42739 ],True,(),True,(),True,(),191343.15714835536,[ 803.43101939 1353.59028524  803.42999079],True,(),True,179610.0,True,(),True,30728.0,True,(),True,(),
1895,wss.3e4e3f69c1fb72c195416c4f75c27433,{'TV'},1.0,True,(),0.0166156349297868,True,(),"(3,)",[73.25836 81.832    9.96936],True,(),True,(),True,(),59765.09808974046,[4409.00154039 4924.99987787  599.99873867],True,(),True,107399.0,True,(),True,47823.0,True,(),True,(),
1896,wss.3e5803f8c3d254b8c785f06f424b9d06,{'Plant'},1.0,True,(),0.0365462523188747,True,(),"(3,)",[157.87973 186.73892 157.87987],True,(),True,(),True,(),4654660.155144327,[4319.99781051 5109.65990085 4320.00164128],True,(),True,303976.0,True,(),True,40317.0,True,(),True,(),
1897,wss.3e5b82e97880a5a924fa019c8fbfab30,{'Speaker'},1.0,True,(),0.0019223223600225,True,(),"(3,)",[54.531868 32.285126 50.773438],True,(),True,(),True,(),89390.1018399755,[28367.70207436 16794.85536423 26412.55132641],True,(),True,3990091.0,True,(),True,24163.0,True,(),True,(),
1898,wss.3e6473aeac7d240bcbdb36da0ec8fda6,{'Candle'},1.0,True,(),0.15055915782573,True,(),"(3,)",[17.782574 46.311996 18.649883],True,(),True,(),True,(),15359.045794671152,[118.11021167 307.59999371 123.87079783],True,(),True,2032186.0,True,(),True,33387.0,True,(),True,(),
1899,wss.3e64a7042776f19adc9938c9fceb2ffd,"{'_StanfordSceneDBModels', 'Basket'}",2.0,True,(),0.0344257133585734,True,(),"(3,)",[ 60.990314 102.9829    61.215622],True,(),True,(),True,(),384492.83689485874,[1771.64996887 2991.45289823 1778.19472795],True,(),True,5012884.0,True,(),True,56821.0,True,(),True,(),
1900,wss.3e64b275e8ca0fd6c15df58910515c8b,"{'Computer', 'Laptop'}",2.0,True,(),0.0265018337581638,True,(),"(3,)",[44.793003 24.408585 38.728615],True,(),True,(),True,(),42343.30462505187,[1690.18504186  921.01494647 1461.35604628],True,(),True,170339.0,True,(),True,41758.0,True,(),True,(),
1901,wss.3e8b1eb505ddb44f410ddc2a849d0f0b,"{'Table', 'RoundTable'}",2.0,True,(),0.0059250316261661,True,(),"(3,)",[108.724335  58.92076  108.72421 ],True,(),True,(),True,(),696500.3849491659,[18350.00078647  9944.37898691 18349.97968953],True,(),True,118016.0,True,(),True,22244.0,True,(),True,(),
1902,wss.3e8fd535abd8381c614be109ad41e469,{'Vase'},1.0,True,(),0.00011816677880409694,True,(),"(3,)",[34.913437 62.926174 35.897766],True,(),True,(),True,(),78866.27948766945,[295458.98900977 532520.00805    303788.98674655],True,(),True,89582.0,True,(),True,39065.0,True,(),True,(),
1903,wss.3e94d08327a9299f7b6fd5468f603b31,"{'Bed', 'SingleBed'}",2.0,True,(),0.0143467148305041,True,(),"(3,)",[139.23157 112.96632 205.37283],True,(),True,(),True,(),3230202.057084656,[ 9704.77016132  7874.02003418 14314.972621  ],True,(),True,555503.0,True,(),True,31003.0,True,(),True,(),
1904,wss.3e98e07ee7d21ce829d459c2bbbc21be,"{'TableLamp', 'Lamp'}",2.0,True,(),0.025182324904502,True,(),"(3,)",[36.486446 62.955814 36.486397],True,(),True,(),True,(),83810.49108599297,[1448.89108287 2500.00006905 1448.88913706],True,(),True,58711.0,True,(),True,31118.0,True,(),True,(),
1905,wss.3e993006c17ac26e9380e47093d77f62,"{'Donut', 'FoodItem'}",2.0,True,(),2.931302438662384e-06,True,(),"(3,)",[10.871145   5.9065475 10.871116 ],True,(),True,(),True,(),698.0445154816205,[3708639.83757361 2014990.81844836 3708629.94436041],True,(),True,1230064.0,True,(),True,47254.0,True,(),True,(),
1906,wss.3e9f3db3935fbf37b6da6aba4787946b,"{'Painting', 'WallArt'}",2.0,True,(),0.0415714460454063,True,(),"(3,)",[126.60956   93.35199    7.275003],True,(),True,(),True,(),85985.11106516565,[3045.58951021 2245.57957157  174.99999861],True,(),True,8031.0,True,(),True,52624.0,True,(),True,(),
1907,wss.3eb855c7bda95c1391c352d02061b3f7,"{'Bookcase', '2Shelves'}",2.0,True,(),0.0306887399722298,True,(),"(3,)",[73.65297  73.65297  37.593704],True,(),True,(),True,(),203936.8213283699,[2399.99980666 2399.99980666 1224.99991965],True,(),True,2145535.0,True,(),True,26980.0,True,(),True,(),
1908,wss.3ebc74beecdb42d1d3dad974dc098fa1,{'PowerStrip'},1.0,True,(),0.0152260214651587,True,(),"(3,)",[55.57498    2.5800235  4.3063107],True,(),True,(),True,(),617.459302141397,[3650.00010851  169.44830308  282.82573421],True,(),True,435587.0,True,(),True,18528.0,True,(),True,(),
1909,wss.3eca3df3d2a6e275ac51268fdb437a9e,{'_StanfordSceneDBModels'},1.0,True,(),0.0260134910838527,True,(),"(3,)",[210.4507   148.78052  101.530655],True,(),True,(),True,(),3179022.7425261573,[8090.05985862 5719.35998596 3902.99997308],True,(),True,19453233.0,True,(),True,51313.0,True,(),True,(),
1910,wss.3ee02ae42082a4d376a2788017b16c37,"{'_StanfordSceneDBModels', 'ChestOfDrawers', '_EvalSetInScenes'}",3.0,True,(),0.031593540675334,True,(),"(3,)",[244.05882  82.1432  107.41803],True,(),True,(),True,(),2153492.2238662858,[7724.95943104 2599.99981782 3399.99973741],True,(),True,567472.0,True,(),True,29979.0,True,(),True,(),
1911,wss.3ee7c293fbb017d28c01c03e8a2aa33c,{'Backpack'},1.0,True,(),0.0284426484537501,True,(),"(3,)",[37.686424 56.09829  32.127647],True,(),True,(),True,(),67922.47029552169,[1324.99700446 1972.33004132 1129.55891053],True,(),True,284234.0,True,(),True,32215.0,True,(),True,(),
1912,wss.3eee9754c2b6877a50c6c4576c5d0002,{'Guitar'},1.0,True,(),0.0024936900997495,True,(),"(3,)",[  5.198945 107.51126   29.707829],True,(),True,(),True,(),16605.04627173893,[ 2084.84005311 43113.32030022 11913.20004157],True,(),True,5901459.0,True,(),True,18280.0,True,(),True,(),
1913,wss.3eefee315ac3db5dcc719373d4fe991c,"{'MediaStorage', 'TvStand'}",2.0,True,(),0.0097888591786731,True,(),"(3,)",[125.25139   80.93154   78.619194],True,(),True,(),True,(),796946.0928620368,[12795.30001544  8267.71930444  8031.49708919],True,(),True,117891.0,True,(),True,40756.0,True,(),True,(),
1914,wss.3ef9bd4a343a3689de7ffbda08a15e65,{'_StanfordSceneDBModels'},1.0,True,(),0.0009708119524383784,True,(),"(3,)",[49.12223 49.01503 46.31404],True,(),True,(),True,(),111511.5913156952,[50599.11950674 50488.69647401 47706.4995787 ],True,(),True,1066238.0,True,(),True,109643.0,True,(),True,(),
1915,wss.3efc42b0c549b3b4d585876b55063d55,{'PersonStanding'},1.0,True,(),0.0179949802259399,True,(),"(3,)",[ 43.15254   142.33704     1.1341463],True,(),True,(),True,(),6966.158861464543,[2398.03208774 7909.81919473   63.02570416],True,(),True,547419.0,True,(),True,17815.0,True,(),True,(),
1916,wss.3efdb8aaea0809e19f73111a9e2e25a3,"{'Lamp', 'FloorLamp'}",2.0,True,(),0.0233346499904678,True,(),"(3,)",[ 36.747635 168.11963   36.747414],True,(),True,(),True,(),227025.4795794874,[1574.80977923 7204.72045086 1574.80030834],True,(),True,244516.0,True,(),True,18399.0,True,(),True,(),
1917,wss.3f0c653382885c85a6549f480bb10af8,{'Couch'},1.0,True,(),3.457857203881716e-05,True,(),"(3,)",[218.1558    63.913757  94.988266],True,(),True,(),True,(),1324436.2859855907,[6308988.11423164 1848363.11135844 2747026.85505255],True,(),True,10137335.0,True,(),True,35418.0,True,(),True,(),
1918,wss.3f14c153dc861c0990453a996fcb7627,"{'Table', 'DiningTable'}",2.0,True,(),0.0222119015362255,True,(),"(3,)",[192.38661  63.83745  73.45676],True,(),True,(),True,(),902157.0380574261,[8661.42008086 2874.02003362 3307.09011474],True,(),True,1718152.0,True,(),True,22639.0,True,(),True,(),
1919,wss.3f15446861936b20eb1a50f8f2ea3a88,"{'Monitor', '_Attributes'}",2.0,True,(),0.0366810462370775,True,(),"(3,)",[74.2285   59.78717  25.994427],True,(),True,(),True,(),115360.97817368188,[2023.62003309 1629.91997593  708.66100252],True,(),True,810930.0,True,(),True,51064.0,True,(),True,(),
1920,wss.3f16a24e0f77a392f7aa33a9774f16af,"{'_StanfordSceneDBModels', 'Battery'}",2.0,True,(),0.0420524799087536,True,(),"(3,)",[ 8.011586  2.836431 10.429658],True,(),True,(),True,(),237.00679086384912,[190.51399626  67.44979145 248.01529001],True,(),True,576763.0,True,(),True,48963.0,True,(),True,(),
1921,wss.3f2c3bc1544f1c91fec1489c55edd414,"{'_StanfordSceneDBModels', 'LightSwitch'}",2.0,True,(),0.0475451048616248,True,(),"(3,)",[26.387533  23.772552   6.4784956],True,(),True,(),True,(),4063.9538139383267,[554.99999583 499.99999094 136.25999183],True,(),True,532092.0,True,(),True,61199.0,True,(),True,(),
1922,wss.3f31208bf7adf03610aa1fb812b74966,"{'Ship', '_Attributes'}",2.0,True,(),0.0011282644376915,True,(),"(3,)",[22.252567 24.892784 70.40366 ],True,(),True,(),True,(),38998.58277960579,[19722.8293799  22062.8987039  62399.96373904],True,(),True,634449.0,True,(),True,28274.0,True,(),True,(),
1923,wss.3f3a697566a541cca85f9717b598c976,{'Guitar'},1.0,True,(),0.0248717841506912,True,(),"(3,)",[79.719055  77.8797     6.9417114],True,(),True,(),True,(),43097.58806872795,[3205.20050017 3131.24701984  279.09985701],True,(),True,32236322.0,True,(),True,27108.0,True,(),True,(),
1924,wss.3f3eab569c8bcfcb7697d9c3588bbfc5,{'WallArt'},1.0,True,(),0.0210770396110939,True,(),"(3,)",[121.310394   70.03082     1.4106903],True,(),True,(),True,(),11984.47199697643,[5755.57081252 3322.61177529   66.93019162],True,(),True,256966.0,True,(),True,35192.0,True,(),True,(),
1925,wss.3f3f71dc565266e8291eca17f156961f,"{'ChestOfDrawers', 'Armoire'}",2.0,True,(),0.0191607996149597,True,(),"(3,)",[164.87083 118.79696  68.49354],True,(),True,(),True,(),1341524.9811214183,[8604.59027353 6200.00012459 3574.67023174],True,(),True,2837988.0,True,(),True,68369.0,True,(),True,(),
1926,wss.3f49e3df38acc6b0d3974d4fce0adc53,{'Pencil'},1.0,True,(),0.00018371979170092064,True,(),"(3,)",[ 1.8280118  1.8280127 20.085167 ],True,(),True,(),True,(),67.11717222182722,[  9949.99930642   9950.00420519 109325.00420367],True,(),True,74488.0,True,(),True,17020.0,True,(),True,(),
1927,wss.3f4e88498f4e54993f7e27638e63d848,"{'Chair', '_AttributesTrain', 'Recliner'}",3.0,True,(),0.0271943307173531,True,(),"(3,)",[113.20676  85.26846 107.99541],True,(),True,(),True,(),1042476.0302589386,[4162.88090252 3135.52338854 3971.2472104 ],True,(),True,7807650.0,True,(),True,53702.0,True,(),True,(),
1928,wss.3f5995daff4b7993bb921b871aa8f453,{'TV'},1.0,True,(),0.0330338143519862,True,(),"(3,)",[78.0325   59.17466  50.715836],True,(),True,(),True,(),234182.73895086657,[2362.20071859 1791.33597378 1535.27035842],True,(),True,45231217.0,True,(),True,109477.0,True,(),True,(),
1929,wss.3f60973fe0cfea45afe1d4530f4c6e24,{'LightSwitch'},1.0,True,(),0.0941220529689498,True,(),"(3,)",[28.236618 25.883566  7.059154],True,(),True,(),True,(),5159.284110022389,[300.00002241 275.00001523  75.00000029],True,(),True,14455.0,True,(),True,20692.0,True,(),True,(),
1930,wss.3f6cbfc955e3a82e2f3bfb1446a70fbe,{'Couch'},1.0,True,(),0.0354581051831414,True,(),"(3,)",[200.52444 112.34155  88.65874],True,(),True,(),True,(),1997235.5085387868,[5655.24973668 3168.28971598 2500.38008354],True,(),True,3818633.0,True,(),True,34533.0,True,(),True,(),
1931,wss.3f75a5cd629226a43bc7843c125d3dc1,"{'Table', 'DiningTable'}",2.0,True,(),0.0374938953865428,True,(),"(3,)",[148.74579 112.94437 107.71247],True,(),True,(),True,(),1809569.446635623,[3967.2002193  3012.34024461 2872.80019559],True,(),True,358550.0,True,(),True,34874.0,True,(),True,(),
1932,wss.3f7687103941a9318b65dd205be0c282,{'Desk'},1.0,True,(),0.015940270079193,True,(),"(3,)",[129.62245  70.13719  71.16673],True,(),True,(),True,(),647001.9641977653,[8131.75996116 4400.00010361 4464.58746599],True,(),True,31404.0,True,(),True,26883.0,True,(),True,(),
1933,wss.3f76a67b083d2a045136774b39da07bf,"{'_StanfordSceneDBModels', 'ToyFigure', '_SceneGalleryModels'}",3.0,True,(),0.0038934173367691,True,(),"(3,)",[13.396198 22.100517 11.341097],True,(),True,(),True,(),3357.6780855368033,[3440.73004286 5676.38017925 2912.8901474 ],True,(),True,490056.0,True,(),True,37118.0,True,(),True,(),
1934,wss.3f7eb5ef5d304040d847cb32379eb854,"{'Lamp', 'CeilingLamp'}",2.0,True,(),0.0157963754398226,True,(),"(3,)",[61.98545 63.0318  59.45392],True,(),True,(),True,(),232289.70492416972,[3924.02992928 3990.26980842 3763.76974746],True,(),True,26513494.0,True,(),True,56990.0,True,(),True,(),
1935,wss.3f7eeab84e48177cec8a10ad1c084eb,{'FlagPole'},1.0,True,(),0.0214715417604705,True,(),"(3,)",[132.157    557.4929    50.720135],True,(),True,(),True,(),3736886.549817956,[ 6154.98418671 25964.26964674  2362.20275031],True,(),True,951927.0,True,(),True,17863.0,True,(),True,(),
1936,wss.3f8d834473dc52e1566636e42679cc7f,"{'Computer', 'Desktop'}",2.0,True,(),0.0848516767081503,True,(),"(3,)",[55.153587 16.970335 55.153587],True,(),True,(),True,(),51622.37020024593,[649.99996629 199.99999597 649.99996629],True,(),True,186162.0,True,(),True,24755.0,True,(),True,(),
1937,wss.3f8f1d7023ae4a1c73ffdca541f4749c,{'Couch'},1.0,True,(),0.0351082221767657,True,(),"(3,)",[186.96008  127.014145  98.13796 ],True,(),True,(),True,(),2330440.399059534,[5325.25056549 3617.7891424  2795.29847754],True,(),True,6641586.0,True,(),True,43311.0,True,(),True,(),
1938,wss.3f90f35a391d5e273b04279a45e22431,{'Couch'},1.0,True,(),0.0171148284525768,True,(),"(3,)",[192.03674   61.586857 141.54492 ],True,(),True,(),True,(),1674043.1692962456,[11220.48874355  3598.45014928  8270.30901257],True,(),True,2499818.0,True,(),True,36228.0,True,(),True,(),
1939,wss.3f91158956ad7db0322747720d7d37e8,"{'BeerBottle', '_AttributesTrain', 'Bottle'}",3.0,True,(),0.0246658865193684,True,(),"(3,)",[ 8.369125  33.756752   8.3688965],True,(),True,(),True,(),2364.33441845088,[ 339.29958258 1368.56025724  339.29031877],True,(),True,2098317.0,True,(),True,37676.0,True,(),True,(),
1940,wss.3f95b3ecbe55c83e9c3a7294039d408,{'Telephone'},1.0,True,(),0.0007054346529685989,True,(),"(3,)",[30.028233  6.066738 30.028236],True,(),True,(),True,(),5470.346515168254,[42566.99450989  8599.99997799 42566.99876259],True,(),True,1270755.0,True,(),True,23433.0,True,(),True,(),
1941,wss.3f995f6bb72d617161cc343ca2392579,"{'Toilet', '_Attributes'}",2.0,True,(),0.0365329163468,True,(),"(3,)",[ 72.60367  124.50198  104.602875],True,(),True,(),True,(),945536.8380993132,[1987.34941691 3407.93981017 2863.25006214],True,(),True,2400901.0,True,(),True,50625.0,True,(),True,(),
1942,wss.3f9f65f63f9dbc09639c1eedc5ef16cc,"{'Sword', '_GeoAutotagEvalSet'}",2.0,True,(),0.0148883959950012,True,(),"(3,)",[ 4.273712   1.9413815 72.374725 ],True,(),True,(),True,(),600.4862476261504,[ 287.04986094  130.3956115  4861.14992   ],True,(),True,149450.0,True,(),True,16572.0,True,(),True,(),
1943,wss.3fa2fccd96f3e5b5347185e772ead5bd,"{'Chair', 'Recliner'}",2.0,True,(),0.0023932586318513,True,(),"(3,)",[ 81.506744 128.63646   92.565735],True,(),True,(),True,(),970527.5731405814,[34056.80561024 53749.50215911 38677.69816771],True,(),True,1331855.0,True,(),True,34707.0,True,(),True,(),
1944,wss.3fa70dfe100c92752c463e234a10f5ec,"{'_StanfordSceneDBModels', 'Cabinet'}",2.0,True,(),0.032072596249265,True,(),"(3,)",[160.62303 103.31415  67.2767 ],True,(),True,(),True,(),1116432.0662197676,[5008.10812918 3221.25933295 2097.63810442],True,(),True,156926.0,True,(),True,52270.0,True,(),True,(),
1945,wss.3fae0625f3cf5e862678f553478310df,"{'Chair', 'OfficeChair'}",2.0,True,(),0.0237401003548136,True,(),"(3,)",[91.44403  83.490425 75.69384 ],True,(),True,(),True,(),577899.8305231261,[3851.88051581 3516.85223534 3188.43808024],True,(),True,3113272.0,True,(),True,39374.0,True,(),True,(),
1946,wss.3fc619204cf967b32feacd7536eecad4,{'TV'},1.0,True,(),0.0175583690472705,True,(),"(3,)",[94.376236 56.625725  7.023348],True,(),True,(),True,(),37533.634082711564,[5375.00013503 3224.9991356   400.0000217 ],True,(),True,31122.0,True,(),True,51207.0,True,(),True,(),
1947,wss.3fc6ab5d3c52c128d810b14a81e12eca,"{'Chair', 'OfficeChair', '_StanfordSceneDBModels'}",3.0,True,(),0.0261386468077612,True,(),"(3,)",[ 69.86207 106.97568  69.81398],True,(),True,(),True,(),521757.74274651404,[2672.75006674 4092.62502328 2670.91026224],True,(),True,12569034.0,True,(),True,50590.0,True,(),True,(),
1948,wss.3fcb0aaa346bd46f11e76965808086c8,{'Couch'},1.0,True,(),0.0248829350661473,True,(),"(3,)",[212.83748   85.15314   90.190704],True,(),True,(),True,(),1634596.4531417994,[8553.55204015 3422.15015124 3624.60070567],True,(),True,246934.0,True,(),True,43103.0,True,(),True,(),
1949,wss.3fcfac8dbeda211dd2f257ce22a60cdd,"{'Cabinet', 'Sideboard'}",2.0,True,(),0.0158271287479385,True,(),"(3,)",[152.66327   83.93539   31.065489],True,(),True,(),True,(),398068.55058497336,[9645.67057179 5303.26070741 1962.80004382],True,(),True,202554.0,True,(),True,21767.0,True,(),True,(),
1950,wss.3fd50768b172a71c1c1b3b2ed8d13bf8,{'Hammer'},1.0,True,(),0.039087054276027,True,(),"(3,)",[12.317739  3.847151 39.59753 ],True,(),True,(),True,(),1876.4557468402027,[ 315.13602721   98.42519656 1013.05996917],True,(),True,747198.0,True,(),True,18792.0,True,(),True,(),
1951,wss.3fd993924ef28b30cb1981abcfe85234,"{'_StanfordSceneDBModels', 'Donut', '_SceneGalleryModels', 'FoodItem'}",4.0,True,(),0.0154800592330243,True,(),"(3,)",[11.363045  4.407684 11.363045],True,(),True,(),True,(),569.1148321521177,[734.04402586 284.73301902 734.04402586],True,(),True,92736.0,True,(),True,42484.0,True,(),True,(),
1952,wss.3fde3dcef46a7815e072fa2ce85a60b4,{'Piano'},1.0,True,(),0.0151819054275623,True,(),"(3,)",[ 93.541565 110.04057  187.4733  ],True,(),True,(),True,(),1929731.504214854,[ 6161.38504131  7248.13960442 12348.46975529],True,(),True,3984058.0,True,(),True,26164.0,True,(),True,(),
1953,wss.3fe66d805ad6e9fa7c71402b590aefb0,"{'Chair', 'SideChair'}",2.0,True,(),0.02672517675265,True,(),"(3,)",[ 53.236877 105.20771   54.303375],True,(),True,(),True,(),304149.3976164557,[1992.0121574  3936.6516066  2031.91827327],True,(),True,1730000.0,True,(),True,25000.0,True,(),True,(),
1954,wss.3fe7b80967775f657042b5e7165f598c,"{'FoodPlate', 'FoodItem'}",2.0,True,(),0.0007007367881170626,True,(),"(3,)",[31.28932    3.0874972 31.289307 ],True,(),True,(),True,(),3022.7250263333885,[44652.02987855  4406.07265432 44652.01132665],True,(),True,75557.0,True,(),True,24798.0,True,(),True,(),
1955,wss.3fe83426c6233fc39201f2703b45dd7,"{'_AttributesTrain', 'Toilet'}",2.0,True,(),0.0362537892429335,True,(),"(3,)",[ 79.218506 116.99024  112.63254 ],True,(),True,(),True,(),1043854.9564609863,[2185.1096852  3226.97964663 3106.77979742],True,(),True,387723.0,True,(),True,40038.0,True,(),True,(),
1956,wss.3fed5fc1f1f6f38ed9deb3f829cc2475,{'_StanfordSceneDBModels'},1.0,True,(),0.0171984903402154,True,(),"(3,)",[15.4451065 43.80868   11.87178  ],True,(),True,(),True,(),8032.799274940104,[ 898.05013082 2547.23985265  690.28035398],True,(),True,2894140.0,True,(),True,24746.0,True,(),True,(),
